sample_name	assembly_fullid_updated	yhmpu50000	order	species	carbon_class	nitrogen_class	galactose_normalized	fructose_normalized	glycerol_normalized	maltose_normalized	at_25_c	c1_d.glucose	n4_l.lysine	c23_glycerol	n5_cadaverine	c28_d.glucitol	n3_ethylamine	at_30_c	c29_d.mannitol	ethanol__assimilation	d.glucose__fermentation	c39_succinate	c12_a_a.trehalose	c6_d.xylose	c32_d.glucono.1_5.lactone	c2_d.galactose	c10_sucrose	c14_cellobiose	c15_salicin	c11_maltose	c25_ribitol	c40_citrate	c26_xylitol	c35_d.gluconate	c16_arbutin	c3_l.sorbose	at_35_c	c20_melezitose	c13_me_a.d.glucoside	environment_edited	super_domain_entity	super_independent_entity	super_plant	super_embryophyta_plant_type	super_vascular_plant_type	super_seed_producing_plant_type	super_animal	super_angiosperm_plant_type	super_arthropoda_animal_type	super_hexapoda_animal_type	super_insecta_animal_type
SRR16974552	yHMPu5000035272_wickerhamomyces_bisporus_170307	35272	Phaffomycetales	Wickerhamomyces bisporus	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	tunnel of Ips typographus (bark beetle), under bark of spruce	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974554	yHMPu5000035270_wickerhamomyces_chambardii_180604.haplomerger2	35270	Phaffomycetales	Wickerhamomyces chambardii	NA	NA	NA	NA	NA	NA	Yes	Yes	No	Yes	No	No	No	No	No	Yes	No	Yes	No	No	Yes	Yes	No	Yes	Yes	No	No	Yes	No	No	Yes	No	No	No	No	tanning fluid	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16989133	yHMPu5000038316_wickerhamomyces_chaumierensis_170713.haplomerger2	38316	Phaffomycetales	Wickerhamomyces chaumierensis	Standard	Specialist	0	0	0.632495178453153	0.340528672096263	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	No	Yes	No	Yes	Yes	No	Yes	Yes	flower	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	No
SRR16988809	yHMPu5000037207_Wickerhamomyces_kurtzmanii_SPADES	37207	Phaffomycetales	Wickerhamomyces kurtzmanii	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	Yes	No	Yes	No	Yes	NA	No	Yes	No	No	NA	No	Yes	No	Yes	No	No	No	NA	NA	NA	NA	No	No	No	water of crater lake	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974557	yHMPu5000035267_wickerhamomyces_lynferdii_170307	35267	Phaffomycetales	Wickerhamomyces lynferdii	Standard	Standard	0.355091997946733	0.408287992466621	0.437155795378075	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	No	Yes	Yes	soil of grassland	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16989233	yHMPu5000038048_wickerhamomyces_mucosus_170912.haplomerger2	38048	Phaffomycetales	Wickerhamomyces mucosus	Standard	Specialist	0	0.76017551205314	0.566359410280925	0.511049755063253	Yes	Yes	No	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	No	Yes	No	Yes	Yes	No	Yes	Yes	soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974559	yHMPu5000035266_wickerhamomyces_onychis_170307.haplomerger2	35266	Phaffomycetales	Wickerhamomyces onychis	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	nail, of Man	Yes	Yes	No	No	No	No	Yes	No	No	No	No
SRR16974598	yHMPu5000035254_wickerhamomyces_pijperi_160928.haplomerger2	35254	Phaffomycetales	Wickerhamomyces pijperi	Standard	Standard	0	0.518218034349934	0.513055608544338	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	Yes	Yes	Yes	No	No	buttermilk	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974658	yHDO582_wickerhamomyces_queroliae_180604	yHDO582	Phaffomycetales	Wickerhamomyces queroliae	Standard	Generalist	0	0.699348971648557	0.405071677659345	0.400223149978254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	larvae of A. mucronata (a frugivorious fly in the Cerrado ecosystem) on P. campestris fruit.	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974596	yHMPu5000035255_wickerhamomyces_rabaulensis_170307.haplomerger2	35255	Phaffomycetales	Wickerhamomyces rabaulensis	Standard	Standard	0	0.402693954424702	0.297886613373752	0.447356308729048	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	excreta of African snail	Yes	Yes	No	No	No	No	Yes	No	No	No	No
SRR16974522	yHMPu5000026170_wickerhamomyces_silvicola_170307.haplomerger2	26170	Phaffomycetales	Wickerhamomyces silvicola	Standard	Generalist	0.506608558621649	0.514265015164371	1.02821570823954	0.558802164066246	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	gum on Prunus serotina (wild cherry)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974524	yHMPu5000026157_candida_sp_170713	26157	Phaffomycetales	Wickerhamomyces sp.	Generalist	Standard	0.0975024248882944	0.489119617679649	0.404622854226007	0.379890655230972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR16989197	yHMPu5000038085_candida_sp_170912	38085	Phaffomycetales	Wickerhamomyces sp.	Standard	Generalist	0	0.416237691014955	0.308259391190296	0.255131223576084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR16989001	yHQL14_Wickerhamomyces_sp_nov_plate33_MASURCA	yHQL14	Phaffomycetales	Wickerhamomyces sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Soil Festuca	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974480	yHMH451_Wickerhamomyces_sp_nov_plate33_PLATANUS	yHMH451	Phaffomycetales	Wickerhamomyces sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974485	yHMH26_Wickerhamomyces_sp_nov_plate34_DISCOVAR	yHMH26	Phaffomycetales	Wickerhamomyces sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974478	yHMH617_Wickerhamomyces_sp_nov_plate34_PLATANUS	yHMH617	Phaffomycetales	Wickerhamomyces sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bark Ulmus americana	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16988945	yHMPu5000035286_candida_azyma_170307	35286	Phaffomycetales	Wickerhamomyces sp.	Standard	Standard	0.338976058889194	0.465675124105926	0.399229153442374	0.358161117735497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lichen	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974595	yHMPu5000035257_wickerhamomyces_strasburgensis_170307.haplomerger2	35257	Phaffomycetales	Wickerhamomyces strasburgensis	Standard	Standard	0.266672039246766	0.25474254016713	0.412076302215069	0.256573800698443	Yes	Yes	Yes	Yes	Yes	Yes	Yes	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	NA	Yes	Yes	tanned leather, France	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974594	yHMPu5000035258_wickerhamomyces_subpelliculosus_160928.haplomerger2	35258	Phaffomycetales	Wickerhamomyces subpelliculosus	Standard	Standard	0	0.312119673128494	0.204208380381084	0.408970702253164	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	fermenting cucumbers, pickled in brine	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974593	yHMPu5000035259_wickerhamomyces_sydowiorum_170307.haplomerger2	35259	Phaffomycetales	Wickerhamomyces sydowiorum	Specialist	Standard	0.161159073616764	0	0	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	Yes	Yes	tunnel of Sinoxylon ruficorne (beetle), in Combretum apiculatum	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16989134	yHMPu5000038315_wickerhamomyces_tratensis_190924.haplomerger2	38315	Phaffomycetales	Wickerhamomyces tratensis	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	NA	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	Yes	No	No	Yes	Yes	No	No	No	No	No	Yes	No	Yes	No	No	Flower of Sonneratia caseolaris	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16989232	yHMPu5000038049_wickerhamomyces_xylosica_180604	38049	Phaffomycetales	Wickerhamomyces xylosica	Standard	Standard	0.0713619834934153	0	0.518736873659473	0	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	No	NA	No	NA	Yes	NA	Yes	No	soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988653	yHMPu5000038037_yamadazyma_akitaensis_170912	38037	Serinales	Yamadazyma akitaensis	Standard	Standard	0.423522326294272	0.183867178738469	0.465902352788906	0.421297971744066	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	exudate of Salix sp.	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16988654	yHMPu5000038036_yamadazyma_dushanensis_170912	38036	Serinales	Yamadazyma dushanensis	Generalist	Standard	0.770555621113542	0.45139502367963	0.605867478527998	0.665787509883745	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	NA	Yes	Yes	Yes	Yes	Yes	rotten wood	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	No
SRR16974387	yHMPu5000026050_yamadazyma_endophytica_170912	26050	Serinales	Yamadazyma endophytica	Standard	Standard	0.640652898974276	0.648576701848201	0	0.532422871991561	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	NA	Yes	Yes	Yes	Yes	Corn Leaves (Zea mays L.)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16988655	yHMPu5000038034_yamadazyma_epiphylla_170912	38034	Serinales	Yamadazyma epiphylla	Generalist	Generalist	0.780729734816284	0.843529660989982	0.427247869992972	0.932044343059555	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	NA	NA	Yes	Yes	Yes	Yes	rice leaves	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16988656	yHMPu5000038033_yamadazyma_insecticola_170912	38033	Serinales	Yamadazyma insecticola	Standard	Standard	0	0.583875686587856	0.609536005775661	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	NA	NA	Yes	Yes	Yes	Yes	Insect frass	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16988657	yHMPu5000038032_yamadazyma_kitorensis_170912	38032	Serinales	Yamadazyma kitorensis	Standard	Standard	0.814759742856303	0.349676496228813	0.345617646912163	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	red viscous gels on a stone wall near the detached painting of a vermillion bird (Suzaku) on the south wall inside the KT stone chamber	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16989136	yHMPu5000038314_yamadazyma_mexicana_170713	38314	Serinales	Yamadazyma mexicana	Standard	Standard	1.90506175374862	0.577557393178539	0.71743673239824	0.761147316055247	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	soft rot of Stenocereus gummosis (agria cactus)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16988658	yHMPu5000038031_Yamadazyma_olivae_SPADES	38031	Serinales	Yamadazyma olivae	Standard	Specialist	1.22802301122545	0.444135405386513	0.563681759939735	0.700653497331259	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	NA	Yes	Yes	fermenting olives	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988952	yHMPu5000040908_yamadazyma_paraphyllophila_201018	40908	Serinales	Yamadazyma paraphyllophila	Standard	Standard	0.533849762635961	0.377172268454586	0.205117885543021	0.336715572196342	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	Yes	leaves of Dysoxylum hongkongense	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16988659	yHMPu5000038030_yamadazyma_phyllophila_170912	38030	Serinales	Yamadazyma phyllophila	Generalist	Standard	0.780904899993728	0.252476584904239	0.317807636168384	0.693600663290753	Yes	Yes	NA	Yes	NA	Yes	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	No	Yes	Yes	Yes	corn leaves	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16988660	yHMPu5000038029_Yamadazyma_siamensis_SPADES	38029	Serinales	Yamadazyma siamensis	Standard	Standard	0.593839183296191	0.501786446060419	0.284832867029893	0.517209470624584	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	sugarcane leaves	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974391	yHMH685_Yamadazyma_sp_nov_plate33_DISCOVAR	yHMH685	Serinales	Yamadazyma sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bark sugar maple (Acer saccharum)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974484	yHMH393_Yamadazyma_sp_nov_plate33_MASURCA	yHMH393	Serinales	Yamadazyma sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Leaf litter	Yes	Yes	Yes	No	No	No	No	No	No	No	No
SRR16974495	yHKB15_Yamadazyma_sp_nov_plate33_SPADES	yHKB15	Serinales	Yamadazyma sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974486	yHKS699_Yamadazyma_sp_nov_plate33_SPADES	yHKS699	Serinales	Yamadazyma sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bark Fagus grandifolia(Beech)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16988661	yHMPu5000038028_yamadazyma_takamatsuzukensis_170912	38028	Serinales	Yamadazyma takamatsuzukensis	Standard	Standard	0	0.41119293479406	0.187947092429514	0.255600372533127	Yes	Yes	Yes	Yes	Yes	Yes	Yes	NA	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	Air In the stone chamber of the Takamatsu-zuka tumulus	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988991	yHMPu5000035642_yamadazyma_triangularis_170307	35642	Serinales	Yamadazyma triangularis	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	No	Yes	Yes	tamari soya, Japan	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16989207	yHMPu5000038076_Candida_tumulicola_SPADES	38076	Serinales	Yamadazyma tumulicola	Standard	Standard	0.83209572398612	0.565441188879547	0.435168368600951	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	viscous gel collected near the feet of the rightmost of the four woman depicted on the east plaster wall in the stone chamber of the Takamatsu-zuka tumulus	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988663	yHMPu5000038026_yamadazyma_ubonensis_170912	38026	Serinales	Yamadazyma ubonensis	Standard	Standard	0.730045077652657	1.19249779664722	0	0.600929190927742	Yes	Yes	Yes	NA	Yes	Yes	Yes	NA	Yes	Yes	Yes	No	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	NA	No	Yes	Yes	Yes	Tree bark and decaying plant leaf	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	No
SRR16989091	yHMPu5000035636_candida_alimentaria_201018	35636	Dipodascales	Yarrowia alimentaria	Standard	Standard	0.283626039782959	0.87109553545274	2.31014132523301	0	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	NA	No	Yes	No	No	Yes	Yes	No	No	No	No	No	Yes	No	Yes	No	Yes	No	No	No	Cured ham	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988803	yHMPu5000037212_Yarrowia_brassicae_SPADES	37212	Dipodascales	Yarrowia brassicae	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	No	Yes	No	No	Yes	No	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	No	Chinese sauerkraut	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988989	yHMPu5000035644_yarrowia_deformans_180604	35644	Dipodascales	Yarrowia deformans	Standard	Standard	0	0.664146742468622	0.968645514423009	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	Yes	No	No	No	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	fingernail, of 49-year-old woman	Yes	Yes	No	No	No	No	Yes	No	No	No	No
SRR16989102	yHMPu5000035635_candida_galli_170307	35635	Dipodascales	Yarrowia galli	Specialist	Standard	0	0	0.776395001986215	0	Yes	Yes	Yes	No	Yes	No	No	NA	No	NA	NA	No	No	No	No	Yes	No	No	No	Yes	Yes	No	No	No	No	Yes	NA	No	No	liver of chicken	Yes	Yes	No	No	No	No	Yes	No	No	No	No
SRR16989152	yHMPu5000035632_candida_hollandica_170307	35632	Dipodascales	Yarrowia hollandica	Specialist	Standard	0	0	0.959677761038133	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	Yes	No	No	No	back of cow	Yes	Yes	No	No	No	No	Yes	No	No	No	No
SRR16988988	yHMPu5000035646_yarrowia_keelungensis_170307	35646	Dipodascales	Yarrowia keelungensis	Standard	Standard	0	0.702589866649825	1.35178790441704	0	Yes	Yes	Yes	Yes	NA	Yes	NA	Yes	Yes	Yes	No	Yes	No	No	Yes	Yes	No	No	Yes	No	No	Yes	No	Yes	No	Yes	Yes	No	No	sea water	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988987	yHMPu5000035647_yarrowia_lipolytica_160519.haplomerger2	35647	Dipodascales	Yarrowia lipolytica	Standard	Standard	0	0	1.80338888986074	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	Yes	No	No	No	No	No	No	Yes	No	Yes	No	No	Yes	No	No	maize-processing plant	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16989163	yHMPu5000035631_candida_oslonensis_190924	35631	Dipodascales	Yarrowia osloensis	Specialist	Standard	0	0.502548085210262	1.33845709115877	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	NA	No	Yes	No	Yes	No	Yes	No	No	No	No	Yes	Yes	No	Yes	No	Yes	No	No	No	Yoghurt with kiwi	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988837	yHMPu5000035630_candida_phangngaensis_170307	35630	Dipodascales	Yarrowia phangngaensis	Specialist	Standard	0	0.525385686984308	0.960772519959124	0	Yes	Yes	Yes	Yes	Yes	NA	Yes	Yes	Yes	Yes	No	Yes	No	NA	Yes	NA	NA	No	NA	No	NA	Yes	NA	Yes	NA	Yes	Yes	No	NA	sea water	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988986	yHMPu5000035648_yarrowia_porcina_170307	35648	Dipodascales	Yarrowia porcina	Standard	Standard	0	0.340111632979274	1.7880422305395	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	Yes	Yes	No	Yes	Yes	No	No	Yes	No	No	Yes	Yes	Yes	No	No	minced pork	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988985	yHMPu5000035649_yarrowia_yakushimensis_170307	35649	Dipodascales	Yarrowia yakushimensis	Standard	Standard	0	0.682127222207514	0.883988208187647	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gut of japanese termite (Hodotermopsis sjoestedti)	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16988759	yHMPu5000037257_zygoascus_biomembranicola_210210	37257	Dipodascales	Zygoascus biomembranicola	Standard	Standard	0	0.396019079670918	0.291554166103444	0.306485378399282	Yes	Yes	Yes	Yes	Yes	Yes	Yes	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	NA	Yes	No	Dried dark-brownish viscous gel Floor of stone chamber of The Kitora tumulus (KT)	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974547	yHDO588_Zygoascus_bituminiphia_SPADES	yHDO588	Dipodascales	Zygoascus bituminiphia	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	No	No	bitumen in Canada	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988781	yHMPu5000037232_zygoascus_flipseniorum_210210	37232	Dipodascales	Zygoascus flipseniorum	NA	NA	NA	NA	NA	NA	Yes	Yes	No	No	Yes	Yes	No	No	Yes	NA	Yes	NA	Yes	Yes	NA	Yes	No	Yes	NA	Yes	NA	NA	NA	Yes	NA	Yes	NA	No	No	Dutch soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974247	yHMPu5000034578_zygoascus_hellenicus_180604	34578	Dipodascales	Zygoascus hellenicus	Generalist	Standard	0.383659325258695	0.440065859833836	0.33571538021148	0.166764273540312	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	mastitic udder of cow	Yes	Yes	No	No	No	No	Yes	No	No	No	No
SRR16988953	yHMPu5000040907_zygoascus_polysorbophila_201018	40907	Dipodascales	Zygoascus polysorbophila	Generalist	Standard	0.522018831229357	0.570525001123852	0.338862316539628	0.50173362519648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	emulsion of white oil and polysorbate	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988954	yHMPu5000040906_zygoascus_tannicolus_201018	40906	Dipodascales	Zygoascus tannicola	Standard	Standard	0.751449745802026	0	0.297206508299504	0	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	vegetable tanning fluid	Yes	Yes	No	No	No	No	No	No	No	No	No
