sample_name	assembly_fullid_updated	yhmpu50000	order	species	carbon_class	nitrogen_class	galactose_normalized	fructose_normalized	glycerol_normalized	maltose_normalized	at_25_c	c1_d.glucose	n4_l.lysine	c23_glycerol	n5_cadaverine	c28_d.glucitol	n3_ethylamine	at_30_c	c29_d.mannitol	ethanol__assimilation	d.glucose__fermentation	c39_succinate	c12_a_a.trehalose	c6_d.xylose	c32_d.glucono.1_5.lactone	c2_d.galactose	c10_sucrose	c14_cellobiose	c15_salicin	c11_maltose	c25_ribitol	c40_citrate	c26_xylitol	c35_d.gluconate	c16_arbutin	c3_l.sorbose	at_35_c	c20_melezitose	c13_me_a.d.glucoside	environment_edited	super_domain_entity	super_independent_entity	super_plant	super_embryophyta_plant_type	super_vascular_plant_type	super_seed_producing_plant_type	super_animal	super_angiosperm_plant_type	super_arthropoda_animal_type	super_hexapoda_animal_type	super_insecta_animal_type
SRR16974317	yHMPu5000035012_candida_prunicola_160519	35012	Serinales	Suhomyces prunicola	Standard	Standard	0.354190666701603	0.460811777821743	0.421120121286635	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	NA	Yes	NA	NA	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes	Yes	No	Yes	No	Yes	NA	No	No	exuded gum black cherry (Prunus serotina, Rosaceae), Illinois	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16989000	yHQL142_Suhomyces_sp_nov_plate33_DISCOVAR	yHQL142	Serinales	Suhomyces sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	shelf fungus on very ill Birch	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974488	yHKS641_Suhomyces_sp_nov_plate33_SPADES	yHKS641	Serinales	Suhomyces sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pine cone	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	No
SRR16974479	yHMH580_Suhomyces_sp_nov_plate33_SPADES	yHMH580	Serinales	Suhomyces sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Leaf Pine tree	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	No
SRR16988669	yHMPu5000037924_candida_taliae_201018	37924	Serinales	Suhomyces taliae	Standard	Standard	0.580681427211731	0.580800524653717	0	0.542372405252054	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	NA	Yes	No	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	Yes	Yes	No	Yes	unidentified tenebrionids, Tenebrionidae	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974320	yHMPu5000035009_candida_terraborum_160519	35009	Serinales	Suhomyces terraborum	Standard	Standard	0.50738587631774	0.990298159288832	0.143668470546195	0.361694787236916	Yes	NA	NA	NA	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	NA	NA	Iphiclus (Iphiclus) sedecimmaculatus, Erotylidae	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974322	yHMPu5000035008_candida_vadensis_160519	35008	Serinales	Suhomyces vadensis	Standard	Standard	0.264445390647814	0.303979255162531	0.300884951755608	0.824479437431069	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	No	Yes	Yes	rotten mushroom (Ericium erinaceum (Bull.:Fr) Pers.))	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974323	yHMPu5000035007_candida_wounanorum_170307	35007	Serinales	Suhomyces wounanorum	Standard	Standard	0.423048264703696	0.440636985757432	0.226935009642135	0.584311258916798	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	NA	NA	No	Yes	Yes	No	Yes	Yes	No	No	Yes	Yes	No	No	No	Yes	No	Yes	No	No	Mycotretus dorsonotatus, Erotylidae	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974324	yHMPu5000035006_candida_xylopsoci_160519	35006	Serinales	Suhomyces xylopsoci	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	Yes	Yes	No	Yes	Yes	Yes	Yes	No	No	tunnel of Xylopsocus capucinus, in Celtis africana	No	No	No	No	No	No	No	No	No	No	No
SRR16989237	yHMPu5000038041_suhomyces_yuchorum_170912	38041	Serinales	Suhomyces yuchorum	Standard	Standard	0.485123318485123	0.347886427731791	0	0.341502703314023	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	NA	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	Yes	No	No	Yes	Tritoma atriventris, Erotylidae	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974696	yHMPu5000034873_tetrapisipora_arboricola_ABYSS	34873	Saccharomycetales	Tetrapisispora arboricola	Specialist	Specialist	1.35880028161036	0.373278291563803	0	0	Yes	Yes	No	Yes	No	No	No	Yes	No	No	Yes	No	Yes	No	Yes	Yes	No	No	No	No	No	No	No	Yes	No	No	No	No	No	flower of Elaeocarpus decipiens	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974691	yHMPu5000034878_tetrapisispora_nanseiensis_160519	34878	Saccharomycetales	Tetrapisispora nanseiensis	Specialist	Specialist	1.00459297757902	0.28708477369183	0	0	Yes	Yes	No	Yes	No	No	No	Yes	No	No	Yes	No	No	No	Yes	Yes	No	No	No	No	No	No	No	Yes	No	No	No	No	No	soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988977	yHMPu5000035656_Tetrapisispora_pingtungensis_SPADES	35656	Saccharomycetales	Tetrapisispora pingtungensis	Specialist	Specialist	1.31257115109019	0.461698070992395	0	0	Yes	Yes	No	No	No	No	No	Yes	No	No	Yes	No	No	No	No	Yes	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988978	yHMPu5000035655_tetrapisispora_taiwanensis_160613	35655	Saccharomycetales	Tetrapisispora taiwanensis	Specialist	Specialist	0.599079675955926	0.40372163619574	0	0	Yes	Yes	NA	No	NA	No	NA	No	No	No	Yes	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988668	yHMPu5000037925_candida_aglyptinia_170210	37925	Serinales	Teunomyces aglyptinius	Standard	Standard	0.260499041183898	0.744662099380193	0.212821334900333	0.747560295948536	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	gut of beetle, Coleoptera, Leiodidae, Aglyptinus sp.	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974652	yHMPu5000035035_candida_atbi_160519	35035	Serinales	Teunomyces atbi	Standard	Standard	0.314031760066429	0.62493838501227	0.353961095859949	0.729236344768616	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	Pallodes pallidus, Nitidulidae ex Lactarius sp.	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974653	yHMPu5000035034_candida_barrocoloradensis_160519	35034	Serinales	Teunomyces barrocoloradensis	Standard	Standard	0.223918835068059	0.750917106594343	0.370037814023121	0.36264904751945	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	gut of beetle, Coleoptera, Nitidulidae, Pallodes sp.	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16989129	yHMPu5000038320_teunomyces_funiuensis_170713	38320	Serinales	Teunomyces funiuensis	Standard	Standard	0	0.504157981003029	0	0.492047649165424	Yes	Yes	Yes	Yes	Yes	Yes	Yes	NA	Yes	Yes	Yes	NA	Yes	Yes	NA	No	Yes	Yes	Yes	Yes	Yes	Yes	No	NA	Yes	No	Yes	No	Yes	rotten wood	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	No
SRR16974657	yHMPu5000035030_Candida_lycoperdinae__SPADES	35030	Serinales	Teunomyces lycoperdinae	Standard	Specialist	0.320456572512248	0	0.171105296527709	0.386227858030189	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	No	No	Yes	Lycoperdina ferruginea (Nitidulidae) ex Lycoperdon perlatum	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16988700	yHMPu5000037892_candida_pallodes_170210	37892	Serinales	Teunomyces pallodes	Standard	Standard	0.487942062056034	1.58813179391833	0.530089203461446	1.86967289711381	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	Pallodes pallidus, Nitidulidae ex Lactarius sp.	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16989130	yHMPu5000038319_teunomyces_panamensis_170912	38319	Serinales	Teunomyces panamensis	Standard	Standard	0.223106491608806	0.340314958500635	0.126973886564953	0.420088258211891	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	No	No	Yes	unidentified nitidulid	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16989131	yHMPu5000038318_teunomyces_stri_170713	38318	Serinales	Teunomyces stri	Standard	Standard	0.48440718335101	0.616230217959094	0.318053550786541	0.442058012702528	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	No	Yes	Yes	gut of Pallodes sp. (Coleoptera, Nitidulidae) ex: Gymnopus sp.	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974659	yHMPu5000035028_candida_tritomae_160519	35028	Serinales	Teunomyces tritomae	Standard	Standard	0.324724641609456	0.752747096056079	0.419955203863933	0.537692341379218	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Tritoma biguttata, Erotylidae	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974502	yHDO602_tortispora_agaves_180604	yHDO602	Trigonopsidales	Tortispora agaves	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	No	Yes	No	Yes	Yes	No	Yes	No	Yes	No	Yes	Yes	Yes	No	No	No	No	No	No	No	Yes	NA	No	Yes	No	No	acetic leaf rot of Agave tequilana	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974254	yHMPu5000034572_tortispora_caseinolytica_180604	34572	Trigonopsidales	Tortispora caseinolytica	Specialist	Standard	0.816778481751869	0	0	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	No	No	No	No	No	No	No	Yes	No	Yes	Yes	No	No	Opuntia phaeacantha (cactus)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974255	yHMPu5000034571_tortispora_mauiana_190924	34571	Trigonopsidales	Tortispora mauiana	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	Yes	No	Yes	Yes	Yes	Yes	Yes	No	No	No	No	No	No	No	Yes	NA	No	Yes	No	No	rotting cladode of Opuntia ficus-indica	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974545	yHMPu5000035278_tortispora_phaffii_170713	35278	Trigonopsidales	Tortispora phaffii	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	No	No	No	Yes	Yes	No	Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	NA	No	Yes	No	No	Decaying cladode, Opuntia bonaerensis	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16989132	yHMPu5000038317_tortispora_sangerardonensis_170713	38317	Trigonopsidales	Tortispora sangerardonensis	Standard	Standard	0.96860235638633	0	NA	NA	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	Yes	No	Yes	Yes	Yes	No	No	No	No	No	No	No	Yes	NA	No	No	No	No	Flux of unidentified tree	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	No
SRR16974689	yHMPu5000034880_torulaspora_globosa_160519	34880	Saccharomycetales	Torulaspora globosa	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	No	No	No	No	Yes	Yes	Yes	Yes	No	Yes	No	Yes	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974388	yHMJ407_Torulaspora_sp_nov_plate34_SPADES	yHMJ407	Saccharomycetales	Torulaspora sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR16974709	yHMPu5000034860_Trichomonascus_apis_MASURCA	34860	Dipodascales	Trichomonascus apis	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	mouldy honeycomb	Yes	Yes	No	No	No	No	Yes	No	No	No	No
SRR16988921	yHMPu5000035678_trichomonascus_ciferrii_160519	35678	Dipodascales	Trichomonascus ciferrii	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	pig, with infected throat	Yes	Yes	No	No	No	No	Yes	No	No	No	No
SRR16974526	yHMPu5000026150_trichomonascus_petasosporus_180604	26150	Dipodascales	Trichomonascus petasosporus	Standard	Specialist	0.602576059281075	0.318934555404122	0.366084257096695	0.964661378178635	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	insect frass, dead white oak (Quercus sp., Fagaceae)	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16988780	yHMPu5000037233_trichomonascus_vanleenenianus_210210	37233	Dipodascales	Trichomonascus vanleenenianus	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	NA	Yes	NA	Yes	Yes	NA	Yes	Yes	Yes	NA	Yes	NA	NA	NA	Yes	NA	Yes	Yes	No	Yes	Dutch soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974543	yHMPu5000035280_trigonopsis_californica_190924	35280	Trigonopsidales	Trigonopsis californica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	wine	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974542	yHMPu5000035281_trigonopsis_cantarellii_170307	35281	Trigonopsidales	Trigonopsis cantarellii	NA	NA	NA	NA	NA	NA	Yes	Yes	No	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No	No	Yes	No	Yes	No	No	Yes	Yes	No	No	grape must, treated with cycloheximide and alcohol	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974494	yHKB289_Vanderwaltozyma_sp_nov_plate33_SPADES	yHKB289	Saccharomycetales	Vanderwaltozyma sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Soil under red maple	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974512	yHMPu5000026257_vanderwaltozyma_tropicalis_190924	26257	Saccharomycetales	Vanderwaltozyma tropicalis	Specialist	Specialist	0.809758372018065	0.27806708933822	0	0	Yes	Yes	No	Yes	No	No	No	Yes	No	No	Yes	No	Yes	No	No	Yes	No	No	No	No	No	No	No	No	NA	No	No	No	No	moss	Yes	Yes	Yes	Yes	No	No	No	No	No	No	No
SRR16988756	yHMPu5000037837_Vanderwaltozyma_verrucispora_S176_SPADES	37837	Saccharomycetales	Vanderwaltozyma verrucispora	Specialist	Specialist	0.861157450478843	0	0	0	Yes	Yes	No	Yes	No	No	No	No	No	No	Yes	No	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	decayed leaf	Yes	Yes	Yes	No	No	No	No	No	No	No	No
SRR16974703	yHMPu5000034868_Vanderwaltozyma_yarrowii_S33_SPADES	34868	Saccharomycetales	Vanderwaltozyma yarrowii	NA	NA	NA	NA	NA	NA	Yes	Yes	No	Yes	No	No	No	No	No	Yes	Yes	No	No	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	crossing auxotrophic subcultures of CBS 2684 (α) and CBS 6070 (a) both isolated tanning liquors containing tree bark	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR16989236	yHMPu5000038042_wickerhamiella_allomyrinae_170912	38042	Dipodascales	Wickerhamiella allomyrinae	Standard	Standard	NA	0	0.340538632223379	0.198979682979754	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	No	Yes	No	No	NA	Yes	Yes	No	Yes	Yes	Yes	Yes	No	No	Yes	Yes	Yes	No	No	gut of beetle Allomyrina dichotoma	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974538	yHMPu5000035285_Candida_alocasiicola_SPADES	35285	Dipodascales	Wickerhamiella alocasiicola	Standard	Generalist	0	1.74850409942973	1.08114718649757	0	Yes	Yes	Yes	Yes	Yes	Yes	No	NA	Yes	Yes	Yes	Yes	No	No	NA	Yes	No	No	No	No	Yes	No	NA	NA	NA	Yes	Yes	No	No	flowers of Alocasia macrorrhizae (L.) Schott	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974734	yHMPu5000034589_wickerhamiella_australiensis_180604	34589	Dipodascales	Wickerhamiella australiensis	Standard	Generalist	0.620948738328627	1.02792461283647	0	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	Yes	Yes	Yes	No	No	No	No	Yes	No	Yes	No	No	Yes	Yes	No	No	flower of Ipomoea sp.	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16989141	yHMPu5000038116_candida_azymoides_201018	38116	Dipodascales	Wickerhamiella azymoides	Standard	Standard	1.02435024022284	1.89256308896031	0.890274074161453	1.2037750660419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ripe fruits of Brazilian cherry (Eugenia uniflora, Myrtaceae)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16988944	yHMPu5000035287_candida_bombiphila_160928	35287	Dipodascales	Wickerhamiella bombiphila	Standard	Standard	0	0.990156327310652	0.664964693461255	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	NA	Yes	NA	NA	Yes	No	Yes	Yes	Yes	Yes	No	No	Yes	No	Yes	Yes	No	No	Yes	NA	No	No	Bombus terrestris, body surface	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16988775	yHMPu5000037239_wickerhamiella_brachini_210210	37239	Dipodascales	Wickerhamiella brachini	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	Yes	Yes	Yes	Yes	No	No	No	Yes	Yes	Yes	No	No	Yes	Yes	No	No	gut of Brachinus scotomedes collected in the Qilin Lake Scenic Area in Nanyang, Henan Province, China	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16988810	yHMPu5000037206_wickerhamiella_kurtzmanii_210210	37206	Dipodascales	Wickerhamiella kurtzmanii	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	NA	Yes	Yes	No	No	NA	No	No	No	No	NA	Yes	NA	No	NA	flower of I. batatoides in Santa Rosa National Park,	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974540	yHMPu5000035283_wickerhamiella_lipophila_170713	35283	Dipodascales	Wickerhamiella lipophila	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	No	Yes	No	No	No	No	No	No	No	No	Yes	No	No	No	No	Yes	No	No	No	flower of Ipomoea acuminata (morning glory)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16989182	yHMPu5000038100_candida_musiphila_170912	38100	Dipodascales	Wickerhamiella musiphila	Standard	Standard	0.140190804903287	0.500858389329828	0.128902328871609	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes	NA	Yes	Yes	No	No	No	Yes	No	NA	NA	NA	Yes	Yes	No	No	flowers of a banana tree	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974377	yHMPu5000026090_wickerhamiella_nectarea_210210	26090	Dipodascales	Wickerhamiella nectarea	Standard	Standard	0.844783230825638	1.78289703110744	0.623054685795484	0.936846691385158	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	No	Yes	Yes	No	No	Yes	No	No	Yes	No	NA	Yes	No	Yes	No	Floral nectar of Protea dracomontana	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16988906	yHMPu5000040923_candida_parazyma_201018	40923	Dipodascales	Wickerhamiella parazyma	Standard	Standard	0.711503416649035	1.91118783234065	0.459717344060714	0.72503014295579	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	NA	Yes	Yes	No	No	Yes	Yes	No	Yes	No	NA	Yes	Yes	Yes	Yes	drosophila floricola catched in a flower of Ipomoea indica	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16988761	yHMPu5000037255_wickerhamiella_qilinesis_210210	37255	Dipodascales	Wickerhamiella qilinensis	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	No	No	Yes	No	No	Yes	Yes	No	No	No	Yes	No	No	Yes	Yes	No	Yes	Yes	No	No	Pterostichus pterostichi	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16989070	yHMPu5000038352_candida_sergipensis_180604	38352	Dipodascales	Wickerhamiella sergipiensis	Standard	Standard	0.117262335193619	0.265426906457842	0.168800743912858	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	frozen pulp of mangaba fruit (Hanconia speciosa, Apocynaceaea)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16988807	yHMPu5000037209_wickerhamiella_shivajii_210210	37209	Dipodascales	Wickerhamiella shivajii	Standard	Standard	0	2.08797055349719	0.681784725007123	0	Yes	Yes	Yes	Yes	NA	No	NA	Yes	No	Yes	No	Yes	No	Yes	NA	Yes	No	No	No	No	No	No	Yes	No	NA	Yes	Yes	No	No	distillery unit effluent associated with the Warana sugar factory	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16989235	yHMPu5000038046_wickerhamiella_siamensis_170912	38046	Dipodascales	Wickerhamiella siamensis	Specialist	Standard	0	0.907989698492759	0	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	Yes	Yes	Yes	No	No	No	No	Yes	No	Yes	No	No	Yes	Yes	No	No	sugarcane leaves	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16989234	yHMPu5000038047_wickerhamiella_slavikovae_170912	38047	Dipodascales	Wickerhamiella slavikovae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	leaf of sugar cane (Saccharum officinarum) collected in Rio de Janeiro, Brazil	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16989187	yHMPu5000038096_candida_sorbophila_170912	38096	Dipodascales	Wickerhamiella sorbophila	Specialist	Standard	0.503994360446247	1.22551222684243	0	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	Yes	No	Yes	No	No	No	No	No	No	Yes	No	No	Yes	Yes	No	No	washings of ion-exchange resin guanine-monophosphate plant	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974549	yHMPu5000035275_candida_vanderwaltii_170307	35275	Dipodascales	Wickerhamiella vanderwaltii	Standard	Standard	1.79490235231841	2.31746117112161	1.00239042027635	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	Yes	Yes	Yes	Yes	No	Yes	No	No	No	winery equipment	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974550	yHMPu5000035274_wickerhamomyces_alni_170307	35274	Phaffomycetales	Wickerhamomyces alni	Standard	Generalist	0	0.699319062336033	0.640253198556927	0.47039477207155	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	exudate of Alnus rubra (alder tree)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
