sample_name	assembly	species	X_FC_resistance	Fluconazole_resistance	Itraconazole_resistance	Voriconazole_resistance	Posaconazole_resistance	Terbinafin_resistance	Caspofungi_resistance	Amphotericin_B_resistance	Total Drug Res	Order	Dipodascales_Fluconazole_resistance	Phaffomycetales_Fluconazole_resistance	Pichiales_Fluconazole_resistance	Saccharomycetales_Fluconazole_resistance	Serinales_Fluconazole_resistance
SRR16974325	yHMPu5000035005_lodderomyces_elongisporus_160519.haplomerger2	Lodderomyces_elongisporus_CBS2605	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16974357	yHMPu5000034659_debaryomyces_hansenii_180604	Debaryomyces_hansenii_CBS767	NR	R	NR	R	NR	NR	NR	R	3	Serinales	NA	NA	NA	NA	Serinales_R
SRR16974273	yHMPu5000034723_candida_glabrata_180604	Candida_glabrata_CBS138	NR	NR	NR	NR	NR	R	NR	NR	1	Saccharomycetales	NA	NA	NA	Saccharomycetales_NR	NA
SRR16988934	yHMPu5000035666_nakaseomyces_bacillisporus_160613	Nakaseomyces_bacillisporus_CBS7720	NR	R	NR	R	NR	R	NR	NR	3	Saccharomycetales	NA	NA	NA	Saccharomycetales_R	NA
SRR16974372	yHMPu5000026127_nakaseomyces_delphensis_160519	Nakaseomyces_delphensis_CBS2170	NR	R	NR	R	R	NR	NR	NR	3	Saccharomycetales	NA	NA	NA	Saccharomycetales_R	NA
SRR16974272	yHMPu5000034724_candida_castellii_180604	Candida_castellii_CBS4332	NR	R	NR	NR	NR	NR	NR	NR	1	Saccharomycetales	NA	NA	NA	Saccharomycetales_R	NA
SRR16974707	yHMPu5000034863_zygosaccharomyces_rouxii_180604	Zygosaccharomyces_rouxii_CBS732	NR	R	R	R	R	NR	NR	NR	4	Saccharomycetales	NA	NA	NA	Saccharomycetales_R	NA
SRR16974309	yHMPu5000034678_lachancea_thermotolerans_180604	Lachancea_thermotolerans_CBS6340	NR	NR	NR	NR	NR	NR	NR	NR	0	Saccharomycetales	NA	NA	NA	Saccharomycetales_NR	NA
SRR16974293	yHMPu5000034695_lachancea_fermentati_201018	Lachancea_fermentati_CBS707	NR	R	NR	NR	NR	NR	NR	NR	1	Saccharomycetales	NA	NA	NA	Saccharomycetales_R	NA
SRR16974392	yHAB137_kazachstania_africana_160519	Kazachstania_africana_CBS2517	NR	NR	NR	NR	NR	NR	NR	NR	0	Saccharomycetales	NA	NA	NA	Saccharomycetales_NR	NA
SRR16974698	yHMPu5000034871_naumovozyma_castellii_180604	Naumovozyma_castellii_CBS4309	NR	R	NR	NR	NR	NR	NR	NR	1	Saccharomycetales	NA	NA	NA	Saccharomycetales_R	NA
SRR16974697	yHMPu5000034872_naumovozyma_dairenensis_180604	Naumovozyma_dairenensis_CBS421	NR	R	R	R	R	R	NR	NR	5	Saccharomycetales	NA	NA	NA	Saccharomycetales_R	NA
SRR16974695	yHMPu5000034874_tetrapisispora_blattae_190924	Tetrapisispora_blattae_CBS6284	NR	R	NR	R	R	NR	NR	NR	3	Saccharomycetales	NA	NA	NA	Saccharomycetales_R	NA
SRR16974245	yHMPu5000034580_tetrapisispora_phaffii_180604	Tetrapisispora_phaffii_CBS4417	NR	NR	NR	NR	NR	NR	NR	NR	0	Saccharomycetales	NA	NA	NA	Saccharomycetales_NR	NA
SRR16988980	yHMPu5000035653_torulaspora_delbrueckii_160613	Torulaspora_delbrueckii_CBS1146	NR	R	NR	NR	NR	NR	NR	NR	1	Saccharomycetales	NA	NA	NA	Saccharomycetales_R	NA
SRR16974617	yHMPu5000035043_babjeviella_inositovora_180604	Babjeviella_inositovora_CBS8006	NR	NR	NR	NR	NR	NR	NR	R	1	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16974405	yHMPu5000034976_dekkera_anomala_160519.haplomerger2	Brettanomyces_anomalus_CBS8139	NR	R	NR	NR	NR	NR	R	NR	2	Pichiales	NA	NA	Pichiales_R	NA	NA
SRR16974407	yHMPu5000034975_dekkera_bruxellensis_160519.haplomerger2	Brettanomyces_bruxellensis_CBS74	NR	NR	NR	NR	NR	NR	NR	NR	0	Pichiales	NA	NA	Pichiales_NR	NA	NA
SRR16974416	yHMPu5000034965_Brettanomyces_naardenensis_SPADES	Brettanomyces_naardenensis_CBS6042	NR	NR	NR	NR	NR	NR	NR	NR	0	Pichiales	NA	NA	Pichiales_NR	NA	NA
SRR16988951	yHMPu5000035336_cyberlindnera_jadinii_180604.haplomerger2	Cyberlindnera_jadinii_CBS1600	NR	NR	NR	NR	NR	NR	NR	NR	0	Phaffomycetales	NA	Phaffomycetales_NR	NA	NA	NA
SRR16974551	yHMPu5000035273_wickerhamomyces_anomalus_180604.haplomerger2	Wickerhamomyces_anomalus_CBS5759	NR	R	NR	R	R	NR	NR	NR	3	Phaffomycetales	NA	Phaffomycetales_R	NA	NA	NA
SRR16974516	yHMPu5000026219_lachancea_waltii_180604	Lachancea_waltii_CBS6430	NR	R	NR	NR	R	NR	NR	NR	2	Saccharomycetales	NA	NA	NA	Saccharomycetales_R	NA
SRR16988666	yHMPu5000037927_candida_apicola_180604	Starmerella_apicola_CBS2868	NR	NR	NR	NR	NR	NR	NR	NR	0	Dipodascales	Dipodascales_NR	NA	NA	NA	NA
SRR16974238	yHMPu5000034586_candida_geochares_180604	Starmerella_geochares_CBS6870	NR	NR	NR	NR	NR	NR	NR	NR	0	Dipodascales	Dipodascales_NR	NA	NA	NA	NA
SRR16974237	yHMPu5000034587_candida_gropengiesseri_180604	Starmerella_gropengiesseri_CBS156	NR	R	NR	R	NR	NR	R	NR	3	Dipodascales	Dipodascales_R	NA	NA	NA	NA
SRR16974546	yHMPu5000035277_candida_pararugosa_201018	Wickerhamiella_pararugosa_CBS1010	R	R	NR	NR	NR	NR	NR	NR	2	Dipodascales	Dipodascales_R	NA	NA	NA	NA
SRR16974530	yHMPu5000026142_citeromyces_matritensis_160519.haplomerger2	Citeromyces_matritensis_CBS2764	NR	NR	NR	NR	NR	NR	NR	NR	0	Pichiales	NA	NA	Pichiales_NR	NA	NA
SRR16974632	yHMPu5000034607_saccharomycopsis_capsularis_180604	Saccharomycopsis_capsularis_CBS2519	NR	NR	NR	NR	NR	NR	NR	NR	0	Ascoideales	NA	NA	NA	NA	NA
SRR16988848	yHMPu5000040959_metschnikowia_aberdeeniae_201018	Metschnikowia_aberdeeniae_CBS10289	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16988851	yHMPu5000040956_metschnikowia_borealis_201018	Metschnikowia_borealis_CBS8431	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16988890	yHMPu5000040943_metschnikowia_continentalis_201018	Metschnikowia_continentalis_CBS8429	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16988888	yHMPu5000040945_metschnikowia_dekortorum_201018	Metschnikowia_dekortorum_CBS9063	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16988858	yHMPu5000040948_metschnikowia_hamakuensis_201018	Metschnikowia_hamakuensis_CBS10056	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16988856	yHMPu5000040950_metschnikowia_hibisci_200128	Metschnikowia_hibisci_CBS8433	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16988855	yHMPu5000040951_metschnikowia_ipomoeae_201018	Metschnikowia_ipomoeae_CBS8466	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16988892	yHMPu5000040941_metschnikowia_lochheadii_201018	Metschnikowia_lochheadii_CBS8807	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16974440	yHMPu5000034937_kuraishia_capsulata_160519	Kuraishia_capsulata_CBS1993	NR	NR	NR	NR	NR	NR	NR	NR	0	Pichiales	NA	NA	Pichiales_NR	NA	NA
SRR16974452	yHMPu5000034925_candida_arabinofermentans_160519	Candida_arabinofermentans_CBS8468	NR	NR	NR	NR	NR	NR	NR	NR	0	Pichiales	NA	NA	Pichiales_NR	NA	NA
SRR16974731	yHMPu5000034592_metschnikowia_bicuspidata_var_bicuspidata_180604	Metschnikowia_bicuspidata_var._bicuspidata_CBS5575	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16988931	yHMPu5000035669_pachysolen_tannophilus_160613	Pachysolen_tannophilus_CBS4044	NR	NR	NR	NR	NR	NR	NR	NR	0	Alaninales	NA	NA	NA	NA	NA
SRR16988940	yHMPu5000035661_pichia_membranifaciens_160519	Pichia_membranifaciens_CBS107	NR	R	R	R	R	NR	NR	NR	4	Pichiales	NA	NA	Pichiales_R	NA	NA
SRR16974319	yHMPu5000035010_candida_tanzawaensis_190924	Suhomyces_tanzawaensis_CBS7422	NR	R	NR	NR	NR	R	NR	R	3	Serinales	NA	NA	NA	NA	Serinales_R
SRR16974700	yHMPu5000034869_vanderwaltozyma_polyspora_180604	Vanderwaltozyma_polyspora_CBS2163	NR	R	NR	NR	NR	NR	NR	NR	1	Saccharomycetales	NA	NA	NA	Saccharomycetales_R	NA
SRR16974363	yHMPu5000034654_aciculoconidium_aculeatum_180604	Aciculoconidium_aculeatum_CBS5578	NR	NR	NR	NR	NR	R	NR	NR	1	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16974506	yHMPu5000026279_Ambrosiozyma_monospora_SPADES	Ambrosiozyma_monospora_CBS2554	NR	NR	NR	NR	NR	NR	NR	NR	0	Pichiales	NA	NA	Pichiales_NR	NA	NA
SRR16974612	yHMPu5000035048_Barnettozyma_salicaria_SPADES	Barnettozyma_salicaria_CBS5456	NR	NR	R	NR	NR	NR	R	NR	2	Phaffomycetales	NA	Phaffomycetales_NR	NA	NA	NA
SRR16974362	yHMPu5000034655_botryozyma_nematodophila_190924.haplomerger2	Botryozyma_nematodophila_CBS7426	NR	R	NR	NR	NR	R	R	NR	3	Trigonopsidales	NA	NA	NA	NA	NA
SRR16974342	yHMPu5000034987_candida_intermedia_160519	Candida_intermedia_CBS572	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16974591	yHMPu5000035261_candida_ponderosae_170307	Candida_ponderosae_CBS8801	NR	NR	NR	NR	NR	NR	NR	NR	0	Phaffomycetales	NA	Phaffomycetales_NR	NA	NA	NA
SRR16974567	yHMPu5000034643_Candida_schatavii_SPAdes	Candida_schatavii_CBS6452	NR	NR	NR	NR	NR	NR	NR	R	1	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16989059	yHMPu5000041833_candida_tammaniensis_170307	Candida_tammaniensis_CBS8504	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16989173	yHMPu5000035325_cyberlindnera_petersonii_180604	Cyberlindnera_petersonii_CBS5555	NR	NR	R	NR	R	NR	NR	NR	2	Phaffomycetales	NA	Phaffomycetales_NR	NA	NA	NA
SRR16988886	yHMPu5000035686_Cyberlindnera_saturnus_SPADES	Cyberlindnera_saturnus_CBS254	NR	NR	NR	NR	NR	NR	NR	NR	0	Phaffomycetales	NA	Phaffomycetales_NR	NA	NA	NA
SRR16989089	yHMPu5000041829_debaryomyces_fabryi_180604	Debaryomyces_fabryi_CBS789	NR	NR	NR	NR	NR	NR	NR	R	1	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16988841	yHMPu5000041713_debaryomyces_maramus_170307	Debaryomyces_maramus_CBS1958	NR	NR	NR	NR	NR	NR	NR	R	1	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16988843	yHMPu5000041693_debaryomyces_nepalensis_170307	Debaryomyces_nepalensis_CBS5921	NR	R	R	NR	NR	NR	NR	R	3	Serinales	NA	NA	NA	NA	Serinales_R
SRR16988845	yHMPu5000041678_debaryomyces_prosopidis_170307	Debaryomyces_prosopidis_CBS8450	NR	R	R	R	NR	R	NR	NR	4	Serinales	NA	NA	NA	NA	Serinales_R
SRR16974424	yHMPu5000034957_Hanseniaspora_osmophila_SPADES	Hanseniaspora_osmophila_CBS313	NR	NR	NR	NR	NR	NR	NR	NR	0	Saccharomycodales	NA	NA	NA	NA	NA
SRR16988651	yHMPu5000035318_hyphopichia_heimii_180604	Hyphopichia_heimii_CBS6139	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16988673	yHMPu5000035316_candida_homilentoma_180604	Hyphopichia_homilentoma_CBS6312	NR	NR	NR	NR	NR	NR	R	NR	1	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16974286	yHAB159_kazachstania_solicola_160519.haplomerger2	Kazachstania_solicola_CBS6904	NR	NR	NR	NR	NR	NR	NR	NR	0	Saccharomycetales	NA	NA	NA	Saccharomycetales_NR	NA
SRR16974297	yHAB158_kazachstania_viticola_160519.haplomerger2	Kazachstania_viticola_CBS6463	NR	NR	NR	NR	NR	NR	NR	NR	0	Saccharomycetales	NA	NA	NA	Saccharomycetales_NR	NA
SRR16988933	yHMPu5000035667_kurtzmaniella_cleridarum_180604	Kurtzmaniella_cleridarum_CBS8793	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16988806	yHMPu5000035302_candida_fragi_180604	Kurtzmaniella_fragi_CBS7702	NR	R	NR	NR	NR	NR	NR	NR	1	Serinales	NA	NA	NA	NA	Serinales_R
SRR16974717	yHMPu5000034754_lipomyces_arxii_170713	Lipomyces_arxii_CBS7333	R	NR	NR	NR	NR	NR	NR	NR	1	Lipomycetales	NA	NA	NA	NA	NA
SRR16974710	yHMPu5000034761_Lipomyces_lipofer_SPAdes	Lipomyces_lipofer_CBS944	R	R	NR	NR	NR	NR	NR	NR	2	Lipomycetales	NA	NA	NA	NA	NA
SRR16974580	yHMPu5000034631_martiniozyma_abiesophila_170307.haplomerger2	Martiniozyma_abietophila_CBS5366	NR	NR	NR	NR	NR	NR	NR	NR	0	Pichiales	NA	NA	Pichiales_NR	NA	NA
SRR16988835	yHMPu5000041743_candida_hawaiiana_170307	Metschnikowia_hawaiiana_CBS9146	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16974579	yHMPu5000034632_candida_athensensis_180604	Meyerozyma_athensensis_CBS9840	NR	NR	NR	NR	NR	NR	NR	R	1	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16988936	yHMPu5000035664_candida_carpophila_160613	Meyerozyma_carpophila_CBS5256	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16974577	yHMPu5000034634_millerozyma_acaciae_160519	Millerozyma_acaciae_CBS5656	R	R	NR	NR	NR	NR	NR	R	3	Serinales	NA	NA	NA	NA	Serinales_R
SRR16974456	yHMPu5000034921_nakazawaea_peltata_160519	Nakazawaea_peltata_CBS5576	NR	NR	NR	NR	NR	NR	NR	NR	0	Alaninales	NA	NA	NA	NA	NA
SRR16974477	yHMPu5000034897_Ogataea_glucozyma_SPAdes	Ogataea_glucozyma_CBS5766	NR	NR	NR	NR	NR	NR	NR	NR	0	Pichiales	NA	NA	Pichiales_NR	NA	NA
SRR16974475	yHMPu5000034900_ogataea_methanolica_160519	Ogataea_methanolica_CBS6515	NR	R	R	R	R	NR	NR	NR	4	Pichiales	NA	NA	Pichiales_R	NA	NA
SRR16974474	yHMPu5000034901_Ogataea_methylivora_SPADES	Ogataea_methylivora_CBS7300	NR	NR	NR	NR	NR	NR	NR	R	1	Pichiales	NA	NA	Pichiales_NR	NA	NA
SRR16974470	yHMPu5000034904_Ogataea_nonfermentans_SPADES	Ogataea_nonfermentans_CBS5764	NR	NR	NR	NR	NR	NR	R	NR	1	Pichiales	NA	NA	Pichiales_NR	NA	NA
SRR16974582	yHMPu5000034629_pichia_exigua_180604	Pichia_exigua_CBS6836	R	R	NR	NR	NR	NR	NR	NR	2	Pichiales	NA	NA	Pichiales_R	NA	NA
SRR16974585	yHMPu5000034627_pichia_heedii_180604	Pichia_heedii_CBS6930	R	R	NR	R	NR	NR	NR	NR	3	Pichiales	NA	NA	Pichiales_R	NA	NA
SRR16974587	yHMPu5000034625_pichia_kudriavzevii_180604.haplomerger2	Pichia_kudriavzevii_CBS5147	NR	R	NR	NR	NR	R	NR	R	3	Pichiales	NA	NA	Pichiales_R	NA	NA
SRR16974588	yHMPu5000034624_pichia_nakasei_180604	Pichia_nakasei_CBS5141	NR	R	NR	NR	NR	NR	NR	NR	1	Pichiales	NA	NA	Pichiales_R	NA	NA
SRR16974589	yHMPu5000034623_pichia_norvegensis_160519.haplomerger2	Pichia_norvegensis_CBS6564	NR	R	NR	NR	NR	NR	NR	NR	1	Pichiales	NA	NA	Pichiales_R	NA	NA
SRR16988817	yHMPu5000035301_pichia_terricola_170307	Pichia_terricola_CBS2617	NR	R	NR	NR	NR	NR	NR	NR	1	Pichiales	NA	NA	Pichiales_R	NA	NA
SRR16988943	yHMPu5000035297_priceomyces_castillae_170307	Priceomyces_castillae_CBS6053	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16988941	yHMPu5000035660_priceomyces_haplophilus_160613	Priceomyces_haplophilus_CBS2028	NR	NR	NR	NR	NR	NR	NR	R	1	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16974634	yHMPu5000034606_priceomyces_medius_180604	Priceomyces_medius_CBS5521	NR	NR	NR	NR	NR	NR	NR	R	1	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16974629	yHMPu5000034611_saturnispora_mendoncae_160519.haplomerger2	Saturnispora_mendoncae_CBS5620	R	R	NR	R	NR	NR	NR	NR	3	Pichiales	NA	NA	Pichiales_R	NA	NA
SRR16974628	yHMPu5000034612_saturnispora_saitoi_180604	Saturnispora_saitoi_CBS4910	NR	NR	NR	NR	NR	NR	NR	NR	0	Pichiales	NA	NA	Pichiales_NR	NA	NA
SRR16974626	yHMPu5000034614_saturnispora_silvae_180604	Saturnispora_silvae_CBS5498	NR	R	NR	NR	NR	NR	NR	NR	1	Pichiales	NA	NA	Pichiales_R	NA	NA
SRR16974636	yHMPu5000034604_sporopachydermia_lactativora_180604	Sporopachydermia_lactativora_CBS6192	R	NR	NR	NR	NR	NR	R	NR	2	Sporopachydermiales	NA	NA	NA	NA	NA
SRR16988975	yHMPu5000035658_starmera_amethionina_160613.haplomerger2	Starmera_amethionina_CBS6940	NR	NR	NR	NR	NR	NR	NR	NR	0	Phaffomycetales	NA	Phaffomycetales_NR	NA	NA	NA
SRR16974730	yHMPu5000034594_Starmera_quercuum_p31_SPADES	Starmera_quercuum_CBS2283	NR	R	NR	R	NR	NR	NR	NR	2	Phaffomycetales	NA	Phaffomycetales_R	NA	NA	NA
SRR16974642	yHMPu5000034597_candida_stellimalicola_180604	Starmera_stellimalicola_CBS7853	NR	R	R	R	NR	NR	NR	NR	3	Phaffomycetales	NA	Phaffomycetales_R	NA	NA	NA
SRR16974693	yHMPu5000034876_Tetrapisispora_iriomotensis_SPADES	Tetrapisispora_iriomotensis_CBS8762	NR	R	NR	NR	NR	R	NR	NR	2	Saccharomycetales	NA	NA	NA	Saccharomycetales_R	NA
SRR16974656	yHMPu5000035031_Candida_kruisii_SPADES	Candida_kruisii_CBS6451	NR	R	NR	NR	NR	NR	NR	NR	1	Serinales	NA	NA	NA	NA	Serinales_R
SRR16974525	yHMPu5000026152_Torulaspora_franciscae_SPADES	Torulaspora_franciscae_CBS2926	NR	NR	NR	NR	NR	NR	NR	NR	0	Saccharomycetales	NA	NA	NA	Saccharomycetales_NR	NA
SRR16988983	yHMPu5000035651_Torulaspora_microellipsoides_SPADES	Torulaspora_microellipsoides_CBS427	NR	NR	NR	R	R	NR	NR	NR	2	Saccharomycetales	NA	NA	NA	Saccharomycetales_NR	NA
SRR16974688	yHMPu5000034881_Torulaspora_pretoriensis_SPADES	Torulaspora_pretoriensis_CBS2187	NR	NR	NR	NR	R	NR	NR	NR	1	Saccharomycetales	NA	NA	NA	Saccharomycetales_NR	NA
SRR16974541	yHMPu5000035282_trigonopsis_vinaria_170307	Trigonopsis_vinaria_CBS4077	R	R	NR	NR	NR	NR	NR	NR	2	Trigonopsidales	NA	NA	NA	NA	NA
SRR16974246	yHMPu5000034579_wickerhamia_fluorescens_180604	Wickerhamia_fluorescens_CBS4565	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16974564	yHMPu5000034646_wickerhamiella_cacticola_180604	Wickerhamiella_cacticola_CBS8454	NR	NR	NR	NR	NR	NR	R	NR	1	Dipodascales	Dipodascales_NR	NA	NA	NA	NA
SRR16974599	yHMPu5000035252_yamadazyma_nakazawae_170307	Yamadazyma_nakazawae_CBS6700	NR	NR	NR	NR	NR	NR	R	NR	1	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16988849	yHMPu5000035629_yueomyces_sinensis_180604	Yueomyces_sinensis_CBS7075	NR	NR	NR	NR	NR	NR	NR	NR	0	Saccharomycetales	NA	NA	NA	Saccharomycetales_NR	NA
SRR16974609	yHMPu5000035243_zygoascus_meyerae_170307	Zygoascus_meyerae_CBS4099	NR	R	NR	NR	NR	NR	R	NR	2	Dipodascales	Dipodascales_R	NA	NA	NA	NA
SRR16974513	yHMPu5000026256_zygotorulaspora_mrakii_170307	Zygotorulaspora_mrakii_CBS4218	NR	R	R	R	NR	NR	NR	NR	3	Saccharomycetales	NA	NA	NA	Saccharomycetales_R	NA
SRR16974421	yHMPu5000034960_hanseniaspora_meyeri_190924.haplomerger2	Hanseniaspora_meyeri_CBS8734	NR	NR	NR	NR	NR	NR	NR	NR	0	Saccharomycodales	NA	NA	NA	NA	NA
SRR16988877	yHMPu5000035694_hanseniaspora_occidentalis_var_citrica_160519.haplomerger2	Hanseniaspora_occidentalis_var._citrica_CBS6783	NR	NR	NR	NR	NR	NR	NR	NR	0	Saccharomycodales	NA	NA	NA	NA	NA
SRR16974527	yHMPu5000026147_hanseniaspora_vineae_190924.haplomerger2	Hanseniaspora_vineae_CBS2171	NR	NR	NR	NR	NR	NR	NR	NR	0	Saccharomycodales	NA	NA	NA	NA	NA
SRR16974294	yHMPu5000034694_lachancea_kluyveri_180604	Lachancea_kluyveri_CBS3082	NR	NR	NR	NR	NR	NR	NR	NR	0	Saccharomycetales	NA	NA	NA	Saccharomycetales_NR	NA
SRR16974296	yHMPu5000034692_lachancea_meyersii_180604	Lachancea_meyersii_CBS8951	NR	NR	NR	NR	NR	NR	NR	NR	0	Saccharomycetales	NA	NA	NA	Saccharomycetales_NR	NA
SRR16989056	yHMPu5000041836_candida_tenuis_160928	Yamadazyma_tenuis_CBS615	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16974555	yHMPu5000035269_wickerhamomyces_ciferrii_170307	Wickerhamomyces_ciferrii_CBS111	NR	NR	NR	NR	NR	NR	NR	NR	0	Phaffomycetales	NA	Phaffomycetales_NR	NA	NA	NA
SRR16974433	yHMPu5000034947_ambrosiozyma_philentoma_160519	Ambrosiozyma_philentoma_CBS6276	NR	R	NR	NR	NR	NR	NR	NR	1	Pichiales	NA	NA	Pichiales_R	NA	NA
SRR16974687	yHMPu5000034883_peterozyma_xylosa_160519	Peterozyma_xylosa_CBS2286	NR	NR	NR	NR	NR	NR	NR	NR	0	Alaninales	NA	NA	NA	NA	NA
SRR16988942	yHMPu5000035659_saturnispora_dispora_160519	Saturnispora_dispora_CBS794	NR	NR	NR	NR	NR	NR	NR	NR	0	Pichiales	NA	NA	Pichiales_NR	NA	NA
SRR16974437	yHMPu5000034939_komagataella_pseudopastoris_160519	Komagataella_pseudopastoris_CBS9187	NR	NR	NR	NR	NR	NR	NR	NR	0	Pichiales	NA	NA	Pichiales_NR	NA	NA
SRR16974708	yHMPu5000034862_zygotorulaspora_florentina_160519	Zygotorulaspora_florentina_CBS746	NR	NR	NR	NR	NR	NR	NR	NR	0	Saccharomycetales	NA	NA	NA	Saccharomycetales_NR	NA
SRR16974435	yHMPu5000034942_ambrosiozyma_angophorae_160519	Ambrosiozyma_angophorae_CBS5823	NR	NR	NR	NR	NR	NR	NR	NR	0	Pichiales	NA	NA	Pichiales_NR	NA	NA
SRR16974432	yHMPu5000034948_Ambrosiozyma_platypodis_SPADES	Ambrosiozyma_platypodis_CBS4111	NR	NR	NR	NR	NR	NR	NR	NR	0	Pichiales	NA	NA	Pichiales_NR	NA	NA
SRR16974611	yHMPu5000035049_Barnettozyma_wickerhamii_SPAdes.haplomerger2	Barnettozyma_wickerhamii_CBS4107	NR	NR	NR	NR	NR	NR	NR	NR	0	Phaffomycetales	NA	Phaffomycetales_NR	NA	NA	NA
SRR16974307	yHMPu5000034680_blastobotrys_adeninivorans_160519	Blastobotrys_adeninivorans_CBS8244	NR	R	NR	R	R	NR	NR	NR	3	Dipodascales	Dipodascales_R	NA	NA	NA	NA
SRR16974302	yHMPu5000034687_blastobotrys_chiropterorum_170307	Blastobotrys_chiropterorum_CBS6064	NR	R	R	R	R	NR	R	R	6	Dipodascales	Dipodascales_R	NA	NA	NA	NA
SRR16974310	yHMPu5000034677_blastobotrys_indianensis_180604	Blastobotrys_indianensis_CBS9600	NR	R	NR	R	NR	R	NR	R	4	Dipodascales	Dipodascales_R	NA	NA	NA	NA
SRR16974343	yHMPu5000034672_blastobotrys_parvus_160519	Blastobotrys_parvus_CBS6147	NR	R	NR	R	NR	NR	NR	NR	2	Dipodascales	Dipodascales_R	NA	NA	NA	NA
SRR16988832	yHMPu5000035710_botryozyma_americana_190924	Botryozyma_americana_CBS8560	NR	NR	NR	NR	NR	NR	R	NR	1	Trigonopsidales	NA	NA	NA	NA	NA
SRR16974647	yHDO584_brettanomyces_mucatilis_190924.haplomerger2	Botryozyma_mucatilis_CBS9042	NR	NR	NR	NR	NR	R	R	NR	2	Trigonopsidales	NA	NA	NA	NA	NA
SRR16974600	yHMPu5000035251_candida_aaseri_170307	Candida_aaseri_CBS1913	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16974326	yHMPu5000035004_candida_albicans_190924	Candida_albicans_CBS562	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16988695	yHMPu5000035314_candida_anglica_160928	Candida_anglica_CBS4262	NR	NR	NR	NR	NR	NR	R	NR	1	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16988822	yHMPu5000035721_candida_asparagi_160519	Candida_asparagi_CBS9770	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16974601	yHMPu5000035250_candida_atlantica_170307	Candida_atlantica_CBS5263	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16974602	yHMPu5000035249_candida_atmosphaerica_170307	Candida_atmosphaerica_CBS4547	NR	R	NR	R	NR	NR	NR	NR	2	Serinales	NA	NA	NA	NA	Serinales_R
SRR16989142	yHMPu5000038115_candida_aurita_170912	Candida_aurita_CBS9724	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16988824	yHMPu5000035719_candida_blankii_190924	Candida_blankii_CBS1898	NR	R	R	R	R	NR	NR	NR	4	Dipodascales	Dipodascales_R	NA	NA	NA	NA
