sample_name	ampicillin_RIS	ciprofloxacin_RIS	clindamycin_RIS	daptomycin_RIS	doxycycline_RIS	erythromycin_RIS	gentamicin_RIS	kanamycin_RIS	linezolid_RIS	quinupristin_dalfopristin_RIS	streptomycin_RIS	teicoplanin_RIS	tetracycline_RIS	tigecycline_RIS	vancomycin_RIS
ERR1557216	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1557217	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1557218	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1557219	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1557220	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1557221	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1557222	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1557223	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1557224	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	S	I/R	S	S
ERR1557238	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557239	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557240	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1557241	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1557242	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1557243	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1557244	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1557245	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1557246	S	NA	S	NA	NA	I/R	S	S	S	S	S	S	I/R	S	S
ERR1557247	S	NA	S	NA	NA	I/R	S	S	S	S	S	S	I/R	S	S
ERR1557248	S	NA	S	NA	NA	I/R	S	S	S	S	S	S	I/R	S	S
ERR1557249	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1557250	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1557251	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1557252	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1557253	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1557254	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557255	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557256	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557257	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557258	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557259	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557260	S	NA	S	NA	NA	S	S	S	S	S	S	S	I/R	S	S
ERR1557261	S	NA	S	NA	NA	S	S	S	S	S	S	S	I/R	S	S
ERR1557262	S	NA	S	NA	NA	S	S	S	S	S	S	S	I/R	S	S
ERR1557263	S	NA	S	NA	NA	S	S	S	S	S	S	S	I/R	S	S
ERR1557264	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	S	I/R	S	S
ERR1557265	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	S	S	I/R
ERR1557266	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	S	S	I/R
ERR1557267	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1557268	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1557269	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557270	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557271	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557272	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557273	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1557274	I/R	NA	I/R	NA	NA	I/R	S	S	S	S	S	S	I/R	S	S
ERR1557275	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	S	I/R	S	S
ERR1557276	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	S	S	S	S
ERR1557277	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557278	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557279	S	NA	S	NA	NA	I/R	S	S	S	S	S	S	I/R	S	S
ERR1557280	S	NA	I/R	NA	NA	I/R	S	S	S	S	S	S	I/R	S	S
ERR1557281	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	S	S	I/R
ERR1557282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1557283	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	S	S	I/R
ERR1557284	I/R	NA	I/R	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1557285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1557286	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	S	S	I/R
ERR1557287	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557288	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557289	I/R	NA	I/R	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1557290	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557291	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557292	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557293	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557296	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1557297	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1557298	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	S	I/R	S	I/R
ERR1557299	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	S	I/R	S	I/R
ERR1557300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1557301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1557302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1557303	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1557304	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557305	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	S	I/R	S	S
ERR1557306	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	S	S	I/R
ERR1557307	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	S	I/R	S	I/R
ERR1557308	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	S	I/R	S	I/R
ERR1557309	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	S	I/R	S	I/R
ERR1557310	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	S	I/R	S	I/R
ERR1557311	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557312	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557313	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1557315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1557316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1557317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1557318	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557319	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557320	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1557321	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1557324	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1557325	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1557326	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	S	S	I/R
ERR1557327	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	I/R	I/R	S	I/R	I/R	S	I/R
ERR1557328	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	I/R	I/R	S	I/R	I/R	S	I/R
ERR1557329	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	S	S	I/R
ERR1557330	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	I/R	S	I/R	I/R	S	I/R
ERR1557331	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1557332	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1557333	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1557334	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1557335	S	NA	S	NA	NA	I/R	S	S	S	S	S	S	I/R	S	S
ERR1557336	S	NA	S	NA	NA	I/R	S	S	S	S	S	S	I/R	S	S
ERR1557337	S	NA	S	NA	NA	I/R	S	S	S	S	S	S	I/R	S	S
ERR1557338	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	I/R	S	S	I/R	I/R	S	I/R
ERR1557339	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	I/R	I/R	S	I/R	I/R	S	I/R
ERR1557340	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	I/R	I/R	S	I/R	I/R	S	I/R
ERR1557341	S	NA	S	NA	NA	I/R	S	S	S	S	S	S	I/R	S	S
ERR1557342	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	S	S	I/R
ERR1557343	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	S	S	I/R
ERR1557344	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	I/R	I/R	S	I/R	I/R	S	I/R
ERR1557345	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1557346	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1557347	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	S	S	I/R
ERR1557348	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1557349	S	NA	S	NA	NA	S	S	S	S	S	S	S	I/R	S	S
ERR1557350	S	NA	S	NA	NA	S	S	S	S	S	S	S	I/R	S	S
ERR1557351	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557352	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557353	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557354	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557355	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557356	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557357	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557358	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	I/R	I/R	S	I/R	I/R	S	I/R
ERR1557359	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR1557360	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	S	I/R	S	S
ERR1557361	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	S	S	S	S
ERR1557362	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	S	S	S	S	S	S
ERR1557363	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557364	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557365	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557366	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1557367	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	S	I/R	S	S
ERR1557368	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	S	I/R	S	S
ERR1557369	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	S	I/R	S	S
ERR1557370	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1557371	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	S	I/R	S	S
ERR1557372	S	NA	I/R	NA	NA	I/R	S	S	S	S	S	S	S	S	S
ERR1557373	S	NA	I/R	NA	NA	I/R	S	S	S	S	S	S	S	S	S
ERR1557374	S	NA	I/R	NA	NA	I/R	S	S	S	S	S	S	S	S	S
ERR1557375	S	NA	I/R	NA	NA	I/R	S	S	S	S	S	S	S	S	S
ERR1557376	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1557377	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1557378	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1557379	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	I/R	S	S	I/R	I/R	S	I/R
ERR1557380	I/R	NA	S	NA	NA	I/R	I/R	S	S	S	I/R	I/R	S	S	I/R
ERR1557381	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557382	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557383	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557384	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557385	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1557386	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557387	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557388	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1557389	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557390	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557391	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	S	I/R	S	S
ERR1557392	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557393	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1557394	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1557395	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	I/R	I/R	S	I/R	I/R	S	I/R
ERR1557396	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1557434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1557435	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1557436	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1557438	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR1557439	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	S	I/R	S	S
ERR1557440	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557441	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	S	I/R	S	I/R
ERR1557442	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	S	I/R	S	I/R
ERR1557443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1557444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1557445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1557446	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR1557447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1557448	I/R	NA	S	NA	NA	I/R	I/R	I/R	I/R	I/R	S	I/R	I/R	S	I/R
ERR1557449	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR1557450	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557451	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557452	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557453	I/R	NA	I/R	NA	NA	I/R	S	S	S	S	S	I/R	S	S	I/R
ERR1557454	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1557455	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	S	S	I/R
ERR1557456	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1557457	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1557458	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1557459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1557460	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1557461	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR1557462	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557463	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1557464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1557465	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1557466	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557467	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557468	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1557469	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1557470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1557471	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1557473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1557474	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557475	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1557477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1557478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1557479	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1557480	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1557481	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1585842	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1585843	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585844	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1585845	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1585846	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1585847	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1585848	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1585849	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	S	I/R	S	S
ERR1585850	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	S	I/R	S	S
ERR1585851	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1585852	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	S	I/R	S	S
ERR1585854	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585855	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585856	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585857	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585858	S	NA	I/R	NA	NA	I/R	S	S	S	I/R	S	S	S	S	S
ERR1585859	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1585860	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	S	I/R	S	S
ERR1585861	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1585862	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1585863	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585864	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR1585865	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585867	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR1585868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585869	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1585870	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1585871	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1585872	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1585873	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1585874	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1585876	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585877	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585878	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585879	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585880	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585881	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	S	S	I/R
ERR1585882	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1585883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585888	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585889	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585890	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
