sample_name	ampicillin_RIS	ciprofloxacin_RIS	clindamycin_RIS	daptomycin_RIS	doxycycline_RIS	erythromycin_RIS	gentamicin_RIS	kanamycin_RIS	linezolid_RIS	quinupristin_dalfopristin_RIS	streptomycin_RIS	teicoplanin_RIS	tetracycline_RIS	tigecycline_RIS	vancomycin_RIS
ERR2710703	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR2710704	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR2710691	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710692	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710693	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710694	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR2710695	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710696	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710697	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	I/R	I/R
ERR2710705	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710698	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR2710758	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	I/R	I/R
ERR2710706	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710707	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710759	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710789	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR2710760	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710708	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710709	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	S	I/R	S	I/R
ERR2710710	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710711	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710761	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710762	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	I/R	I/R
ERR2710763	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	I/R	S	S	I/R	S	I/R
ERR2710712	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710713	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710764	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710714	I/R	NA	NA	NA	NA	I/R	I/R	I/R	S	S	NA	I/R	I/R	S	I/R
ERR2719537	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2719588	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2719538	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2719539	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR2719540	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	I/R	I/R
ERR2719541	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	S	I/R	I/R	S	I/R
ERR2719542	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2719543	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2719544	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	S	S	I/R	I/R	S	I/R
ERR2719545	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2719546	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2719547	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2719548	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2719549	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	S	S	I/R	I/R	S	I/R
ERR2719550	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR2719589	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710765	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2719554	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710766	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710767	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710796	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2719555	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR2719556	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	I/R	S	I/R	I/R	S	I/R
ERR2710768	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2719557	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2719558	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	S	S	I/R
ERR2719559	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2719560	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	I/R	I/R
ERR2710769	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR2719561	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR2719562	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR2719563	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR2719564	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	S	I/R	S	I/R
ERR2719590	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710790	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR2719565	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR2710770	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2719566	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2719567	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	S	I/R	S	I/R
ERR2719569	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710771	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR2719570	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2719591	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	S	I/R	I/R	I/R	S	I/R
ERR2719571	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	I/R	I/R
ERR2719572	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2719573	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2719574	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2719592	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710772	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2719575	I/R	NA	I/R	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR2719576	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	S	I/R	S	I/R
ERR2719577	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2719578	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2719579	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR2719580	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	I/R	I/R
ERR2719581	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2719582	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2719583	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710773	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	I/R	I/R
ERR2719584	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2719585	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR2719586	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR2719587	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	S	S	I/R
ERR2719593	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710774	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR2710775	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR2719594	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR2719595	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710776	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2719596	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	I/R	I/R
ERR2719597	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710777	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2719598	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	I/R	I/R
ERR2719599	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2719600	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2719601	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2719602	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR2719603	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2719604	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR2719606	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR2710778	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710779	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710780	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR2719608	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR2710792	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	NA	I/R	I/R	S	I/R
ERR2719609	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2719611	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2719612	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2719613	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710793	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710781	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR2710794	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	NA	I/R	I/R	S	I/R
ERR2719614	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710782	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2719615	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2719616	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	I/R	I/R	I/R	I/R	I/R	S	I/R
ERR2719617	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2719618	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2719619	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR2719620	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2719621	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2719622	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2719623	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2719624	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710715	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710716	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710717	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR2710718	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710795	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710720	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	S	I/R	S	I/R
ERR2710721	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710722	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710723	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710724	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710783	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710725	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	I/R	I/R
ERR2710784	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR2710726	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710727	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR2710728	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710729	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR2710730	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	I/R	I/R
ERR2710731	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710785	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710732	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR2710733	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710734	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710786	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710735	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR2710736	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR2710787	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR2710788	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR2710738	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	I/R	S	S	I/R	S	S	I/R
ERR2710739	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
GCA_004152605.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004152285.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R
GCA_004152305.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R
GCA_004152585.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004152265.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R
GCA_004152575.1	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R
GCA_004152275.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004152225.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004152205.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004152565.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004152185.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R
GCA_004152175.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004152505.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004152515.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004152165.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004152135.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004152485.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004152105.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004152085.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R
GCA_004152475.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004152065.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004152075.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004152465.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004152005.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R
GCA_004151995.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004151985.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004151975.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004151965.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004152405.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004151895.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004151885.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004151925.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004151875.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004151865.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004151795.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004152415.1	NA	NA	NA	I/R	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S
GCA_004151785.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004151815.1	NA	NA	NA	I/R	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S
GCA_004152395.1	NA	NA	NA	I/R	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S
GCA_004151775.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004151765.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004152365.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R
GCA_004151675.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004151685.1	NA	NA	NA	I/R	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S
GCA_004152375.1	NA	NA	NA	I/R	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S
GCA_004151665.1	NA	NA	NA	I/R	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S
GCA_004151705.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004152325.1	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S
GCA_004151695.1	NA	NA	NA	I/R	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	I/R
GCA_013310095.1	S	NA	NA	NA	I/R	I/R	I/R	NA	S	I/R	S	S	NA	S	S
GCA_013310105.1	S	NA	NA	NA	I/R	I/R	S	NA	S	I/R	S	S	NA	S	S
GCA_013310065.1	S	NA	NA	NA	I/R	I/R	S	NA	S	I/R	I/R	S	NA	S	S
GCA_013309295.1	S	NA	NA	NA	I/R	I/R	I/R	NA	S	I/R	S	S	NA	S	S
GCA_013248605.1	S	NA	NA	NA	S	I/R	S	NA	S	I/R	S	S	NA	S	S
GCA_013308915.1	S	NA	NA	NA	I/R	I/R	S	NA	I/R	I/R	S	S	NA	S	S
GCA_013308415.1	S	NA	NA	NA	S	S	S	NA	S	S	S	S	NA	S	S
GCA_013308315.1	S	NA	NA	NA	S	I/R	S	NA	S	S	S	S	NA	S	S
GCA_013308115.1	S	NA	NA	NA	I/R	I/R	S	NA	S	I/R	S	S	NA	S	S
GCA_013327785.1	S	NA	NA	NA	S	I/R	S	NA	S	I/R	S	NA	NA	S	S
GCA_013327755.1	S	NA	NA	NA	S	I/R	S	NA	S	I/R	S	NA	NA	S	S
GCA_013327775.1	S	NA	NA	NA	I/R	I/R	S	NA	S	I/R	S	NA	NA	S	S
GCA_013327735.1	S	NA	NA	NA	I/R	I/R	S	NA	S	S	S	NA	NA	S	S
GCA_013327675.1	S	NA	NA	NA	S	I/R	S	NA	S	I/R	S	NA	NA	S	S
GCA_013266515.1	S	NA	NA	NA	I/R	I/R	S	NA	S	S	S	S	NA	S	S
GCA_013327695.1	S	NA	NA	NA	S	S	S	NA	S	I/R	S	S	NA	S	S
GCA_013327685.1	S	NA	NA	NA	I/R	I/R	S	NA	S	I/R	S	S	NA	S	S
GCA_013327655.1	S	NA	NA	NA	I/R	I/R	S	NA	S	S	S	S	NA	S	S
GCA_013327635.1	I/R	NA	NA	NA	S	I/R	S	NA	S	I/R	S	S	NA	S	S
GCA_013327615.1	I/R	NA	NA	NA	I/R	I/R	S	NA	S	I/R	S	S	NA	S	S
GCA_013327595.1	S	NA	NA	NA	I/R	I/R	S	NA	S	I/R	S	S	NA	S	S
GCA_013327575.1	S	NA	NA	NA	I/R	I/R	S	NA	S	I/R	I/R	S	NA	S	S
GCA_013327535.1	S	NA	NA	NA	I/R	I/R	S	NA	S	I/R	I/R	S	NA	S	S
GCA_013327515.1	S	NA	NA	NA	I/R	I/R	S	NA	S	S	S	S	NA	S	S
GCA_013327545.1	S	NA	NA	NA	I/R	I/R	S	NA	S	S	S	S	NA	S	S
GCA_013327495.1	S	NA	NA	NA	I/R	I/R	S	NA	S	I/R	S	S	NA	S	S
GCA_013327445.1	S	NA	NA	NA	I/R	I/R	S	NA	S	I/R	S	S	NA	S	S
GCA_013327425.1	S	NA	NA	NA	S	I/R	S	NA	S	I/R	S	S	NA	S	S
GCA_013327435.1	S	NA	NA	NA	I/R	I/R	S	NA	S	I/R	S	S	NA	S	S
GCA_013327415.1	S	NA	NA	NA	I/R	I/R	S	NA	S	I/R	S	S	NA	S	S
GCA_013327395.1	S	NA	NA	NA	I/R	I/R	S	NA	S	I/R	S	S	NA	S	S
GCA_013327375.1	S	NA	NA	NA	I/R	S	S	NA	S	S	S	S	NA	S	S
GCA_013327355.1	S	NA	NA	NA	I/R	I/R	S	NA	S	S	S	S	NA	S	S
GCA_013327305.1	S	NA	NA	NA	I/R	I/R	S	NA	S	S	S	S	NA	S	S
GCA_013327295.1	S	NA	NA	NA	I/R	I/R	S	NA	S	I/R	S	S	NA	S	S
